CNPJ_Fundo,Data_Referencia_x,Versao_x,Classe,Nome_Imovel,Endereco_x,Area_x,Numero_Unidades_x,Outras_Caracteristicas_Relevantes_x,Percentual_Vacancia,Percentual_Inadimplencia,Percentual_Receitas_FII,Percentual_Locado,Percentual_Vendido,Percentual_Conclusao_Obras_Realizado,Percentual_Conclusao_Obras_Previsto,Custo_Construcao_Realizado,Custo_Construcao_Previsto,Percentual_Imovel_Total_Investido_x,Data_Referencia_y,Versao_y,Endereco_y,Area_y,Numero_Unidades_y,Outras_Caracteristicas_Relevantes_y,Percentual_Imovel_Total_Investido_y,Categoria,Data_Referencia,Versao,Endereco,Data_Alienacao,Area,Numero_Unidades,Outras_Caracteristicas_Relevantes,Percentual_Imovel_Total_Investido,Percentual_Imovel_PL
01.235.622/0001-61,2016-12-31,1,imóveis para venda acabados,Toscanini,"Rua Arturo Toscanini, 61, Savassi - Belo Horizonte - MG",437.0,19,Aquisição de unidades prontas,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2016-12-31,1,imóveis para venda acabados,Allegro,"Av. Adalberto Simão Nader, 117, Mata da Praia, Vitória - ES",2349.0,23,Aquisição de unidades prontas,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,
01.235.622/0001-61,2016-12-31,1,imóveis para venda acabados,Estoque Diversos - Rio de Janeiro,"Rua São Clemente, nº 159, Botafogo/ Av. Canal de Marapendi, nº 1.315, Jacarapagua, Rio de Janeiro - RJ",612.0,2,Aquisição de unidades prontas,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
07.583.627/0001-61,2016-12-31,1,imóveis para venda em construção,não aplicavel,não aplicavel,0.0,1,,,,,,0.0,0.0,0.0,0.0,0.0,,2016-12-31,1.0,não aplicavel,0.0,1.0,,0.0,Renda,2016-12-31,1.0,não aplicavel,1899-12-31,0.0,1.0,,0.0,0.0
07.583.627/0001-61,2016-12-31,1,imóveis para venda acabados,não aplicavel,não aplicavel,0.0,1,,,,,,,,,,,0.0,2016-12-31,1.0,não aplicavel,0.0,1.0,,0.0,Renda,2016-12-31,1.0,não aplicavel,1899-12-31,0.0,1.0,,0.0,0.0
09.150.967/0001-24,2016-12-31,1,imóveis para venda acabados,Inbrands,"Rua Coronel Luis Barroso, 123",7627.24,1,Sede administrativa,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
11.701.400/0001-40,2016-12-31,1,imóveis para venda em construção,NOVA IGUAÇU,"RUA BERNARDINO DE MELLO, Nº 01 , QUADRA ""A""",648.0,12,,,,,,0.0,0.56,0.44,1205984.05,965077.81,,,,,,,,,,,,,,,,,,
11.945.604/0001-27,2016-12-31,1,imóveis para venda acabados,Condomínio DNA Pinheiros,"Rua Fernão Dias, nº 323 - Pinheiros -São Paulo",24513.65,224,"Empreendimento Residencial  / Publico Alvo: Media-Alta / 224 unidades / 1 torre / Preço medio R$ 8.900 m² / FII dentém direito a 95% de 31,288% da Receita Bruta do empreendimento",,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
11.945.604/0001-27,2016-12-31,1,imóveis para venda acabados,Empreendimento Sapopemba,"Avenida Vila Ema nº 5.446, 5.470, 5.478 e 5.490 - Vila Prudente",27299.84,399,"Empreendimento Residencial  / Publico Alvo: Media-baixa / 399 unidades / 4 torres / Preço medio R$ 3.900 m² / FII dentém direito a 95% de 26,84% da Receita Bruta do empreendimento",,,,,,,,,,0.32,,,,,,,,,,,,,,,,,
11.945.604/0001-27,2016-12-31,1,imóveis para venda acabados,Empreendimento Elizabeta Lips,Terrenos situados no Jardim Bontempo - Taboão da Serra,15594.14,210,"Empreendimento Residencial  / Publico Alvo: Media-baixa / 210 unidades / 2 torres / Preço medio R$ 3.900 m² / FII dentém direito a 95% de 17,07% da Receita Bruta do empreendimento",,,,,,,,,,0.33,,,,,,,,,,,,,,,,,
11.945.604/0001-27,2016-12-31,1,imóveis para venda acabados,Empreendimento Ulisses,"Rua Ulysses Cruz, 1319/1321 - São Paulo - SP",9259.57,136,"Empreendimento Residencial  / Publico Alvo: Media-Renda / 136 unidades / 1 torre / Preço medio R$ 3.900 m² / FII dentém direito a 95% de 15,311% da Receita Bruta do empreendimento",,,,,,,,,,0.3,,,,,,,,,,,,,,,,,
11.945.604/0001-27,2016-12-31,1,imóveis para venda acabados,Empreendimento Ameixeiras,"Rua das Ameixeiras, quadra 20 - Vila Santa Catarina - São Paulo",4839.1,85,"Empreendimento Residencial  / Publico Alvo: Media Renda / 85 unidades / 1 torre / Preço medio R$ 5.000 m² / FII dentém direito a 95% de 28,533% da Receita Bruta do empreendimento",,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
12.989.974/0001-29,2016-12-31,2,imóveis para venda em construção,Porto Vida Residencial,"Avenida General Luis Mendes de Morais, nº 65, Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro",19607.38,1366,"O Caixa Fundo de Investimento Imobiliário Porto Maravilha - FII PM deterá uma fração ideal do empreendimento residencial a ser edificado no imóvel, em permuta pela vinculação de 68.631 Certificados de Potencial Adicional de Construção - CEPAC. A Porto 2016 Empreendimentos Imobiliários S.A., cujas cotas estão alienadas fiduciariamente ao FII PM é detentora da fração ideal remanescente do imóvel e responsável por promover a implantação, desenvolvimento e construção do empreendimento imobiliário de destinação residencial, incluindo a concepção, elaboração de projetos, desenvolvimento, custeio, financiamento, execução e incorporação.",,,,,0.0,0.26,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
12.989.974/0001-29,2016-12-31,2,imóveis para venda acabados,Holiday Inn,"Praça Marechal Hermes, nº 63 (Lote 2 da Quadra 3 do PAL 48.193), Bairro Santo Cristo, Município do Rio de Janeiro, Estado do Rio de Janeiro.",4821.6,594,"O Caixa Fundo de Investimento Imobiliário Porto Maravilha - FII PM deterá uma fração ideal do empreendimento hoteleiro em construção no imóvel, em permuta pela vinculação de 8.278 Certificados de Potencial Adicional de Construção - CEPAC. A Cursa RJ Empreendimento Imobiliário Ltda., cujas cotas estão alienadas fiduciariamente ao FII PM é detentora da fração ideal remanescente do imóvel e responsável por promover a implantação, desenvolvimento e construção do empreendimento imobiliário de destinação residencial, incluindo a concepção, elaboração de projetos, desenvolvimento, custeio, financiamento, execução e incorporação.",,,,,,,,,,1.0,,,,,,,,,,,,,,,,,
14.056.001/0001-62,2016-12-31,1,imóveis para venda acabados,Villaggio Lake & Gardens,"Estrada de Barra da Tijuca 345, Barra da Tijuca , Rio de Janeiro",182.0,4,cobertura 3 quartos,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
14.056.001/0001-62,2016-12-31,1,imóveis para venda acabados,Reve Leblon,"av Visconde de Albuquerque 552, lelbon, Rio de Janeiro",205.36,1,apartamento de 3 quartos,,,,,,,,,,0.05,,,,,,,,,2016-12-31,1.0,"Av. Visconde de Albuqurque, 552",2016-11-16,82.23,1.0,Apartamento de 2 quartos,0.03,0.03
14.056.001/0001-62,2016-12-31,1,imóveis para venda acabados,Reve Leblon,"av Visconde de Albuquerque 552, lelbon, Rio de Janeiro",205.36,1,apartamento de 3 quartos,,,,,,,,,,0.05,,,,,,,,,2016-12-31,1.0,"Av. Visconde de Albuqurque, 552",2016-11-01,145.36,1.0,Cobertura,0.05,0.04
14.056.001/0001-62,2016-12-31,1,imóveis para venda acabados,Villaggio Lake & Gardens,"Estrada de Barra da Tijuca 345, Barra da Tijuca , Rio de Janeiro",111.0,1,apartamento de 3 quartos,,,,,,,,,,0.02,,,,,,,,,,,,,,,,,
14.056.001/0001-62,2016-12-31,1,imóveis para venda acabados,Focus Business Center,"Avenida Geremario Dantas 1401, Jacarepagua , Rio de Janeiro",19.71,28,sala comercial,,,,,,,,,,0.28,,,,,,,,,,,,,,,,,
14.056.001/0001-62,2016-12-31,1,imóveis para venda acabados,Costa Amalfitana,"Rua Pascal 1800 , Campo Belo, São Paulo",269.65,1,apartamento de 3 quartos com 3 vagas de garagem,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL1 APTO1304,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL3 APTO905,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1301,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO1204,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO901,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY PRAIA APTO 103,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",93.3,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,MHR - ILHA DE KARPATHOS 304,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",397.2,1,Escritura,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY MOOD APTO 306 /VG 255,"Rio Grande do Sul, Canoas, Rua Dr Barcellos 97, Empreendimento Canoas Happiness",82.39,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1305,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL1 APTO1201,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1401,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,BPWR - BL6 APTO102,"Ceará,Fortaleza,  Medusa - Porto das Dunas, Beach Park Wellness",121.0,1,Escritura,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,BPWR - BL7 APTO102,"Ceará,Fortaleza,  Medusa - Porto das Dunas, Beach Park Wellness",121.0,1,Escritura,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY PRAIA APTO 708,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",69.96,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO1301,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1202,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO1201,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO1002,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY VIBE APTO 803 /VG 97,"Rio Grande do Sul, Canoas, Rua Dr Barcellos 97, Empreendimento Canoas Happiness",87.86,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1205,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY VIDA APTO 401,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",69.96,1,Escritura,,,,,,,,,,0.01,2016-12-31,1.0,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",69.96,1.0,,0.01,Venda,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL1 APTO1205,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,MHR - ILHA DE KARPATHOS 302,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",503.15,1,Escritura,,,,,,,,,,0.11,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,BPWR - BL5 APTO502,"Ceará,Fortaleza,  Medusa - Porto das Dunas, Beach Park Wellness",159.0,1,Escritura,,,,,,,,,,0.04,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL3 APTO1201,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,MHR - ILHA DE SANTORINE 304,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",397.2,1,Escritura,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY CLUBE APTO 103,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",93.3,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY PRAIA APTO 608,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",69.96,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1204,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY PRAIA APTO 1008,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",69.96,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,MHR - ILHA DE MIKONOS 304,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",397.2,1,Escritura,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY PRAIA APTO 102,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",93.3,1,Escritura,,,,,,,,,,0.01,2016-12-31,1.0,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",93.3,1.0,,0.01,Venda,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1201,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL2 APTO1001,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL1 APTO1202,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL1 APTO1204,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL3 APTO1301,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,BPWR - BL6 APTO301,"Ceará,Fortaleza,  Medusa - Porto das Dunas, Beach Park Wellness",121.0,1,Escritura,,,,,,,,,,0.03,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO1304,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY CLUBE APTO 102,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",93.3,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,MHR - ILHA DE CRETA 304,"Santa Catarina,Florianópolis, Rua VE-1000 N 156, Empreendimento Marine Home Resort",397.2,1,Escritura,,,,,,,,,,0.1,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,TLCH - BL4 APTO1202,"Pará,Belém,Rodovia Augusto Montenegro 3975 , Distrito de Icoaraci, Condominio Total life",73.57,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
14.665.312/0001-29,2016-12-31,1,imóveis para venda acabados,HAPPY VIDA APTO 504,"Espírito Santo,Serra, Loteamento Portal de Manguinhos, Empreendimento Condomínio Happy Days Manguinhos",69.96,1,Escritura,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
17.209.378/0001-00,2016-12-31,1,imóveis para venda em construção,Empreendimento Nun Vila Nova,"Rua Dr. Guilherme Bannitz, n 60",4880.09,112,"Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 167 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da icorporadora. - Memorial de incorporação registrado no 4o Oficial de Registro de Imóveis de São Paulo, sob o R. 02 da matrícula 189.070 na data de 12/12/2014.",,,,,0.06,0.31,0.34,0.0,0.0,,,,,,,,,,,,,,,,,,
17.209.378/0001-00,2016-12-31,1,imóveis para venda em construção,Empreendimento Trend Higienópolis,"Rua Santa isabel, n. 272 - São Paulo",2104.95,43,"Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 169 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. - Memorial de incorporação registrado no 5o Oficial de Registro de Imóveis de São Paulo, sob o R. 04 da matrícula 90.443 na data de 09/12/2014.",,,,,0.6,0.46,0.42,0.0,0.0,,,,,,,,,,,,,,,,,,
17.209.378/0001-00,2016-12-31,1,imóveis para venda em construção,Recreio dos Bandeirantes,"Lotes 2, 3, 4 e 5 do PAL 45696 na Avenida das Américas - freguesia de Jacarapaguá - Matrícula 425234 do RG 9o Ofício do Rio de Janeiro",2957.79,0,"Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 158 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. O empreendimento ainda não foi lançado, não havendo, portanto, comercialização de qualquer unidade. Não houve início das obras ainda.",,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
17.209.378/0001-00,2016-12-31,1,imóveis para venda em construção,Empreendimento Urban Resort,Rua Vitória e Praça Júlio de Mesquita - São Paulo,5124.72,102,"Unidades residenciais a receber por permuta realizada com terreno anteriormente possuído pelo Fundo. A incorporadora é a HESA 160 - Investimentos Imobiliários SPE Ltda. (do grupo Helbor Empreendimentos Imobiliários S.A.) que tem a obrigação de entregá-las prontas e desimpedidas. O Fundo possui carta fiança do Banco Bradesco que assegura o cumprimento das obrigações da incorporadora. - Memorial de incorporação registrado no 5o Oficial de Registro de Imóveis de São Paulo, sob o R. 42 da matrícula 6.929 na data de 15/12/2014.",,,,,0.23,0.17,0.17,0.0,0.0,,,,,,,,,,,,,,,,,,
17.590.518/0001-25,2016-12-31,2,imóveis para venda acabados,0,0,0.0,0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
17.590.518/0001-25,2016-12-31,2,imóveis para venda em construção,0,0,0.0,0,0,,,,,0.0,0.0,0.0,0.0,0.0,,,,,,,,,,,,,,,,,,
18.497.672/0001-10,2016-12-31,1,imóveis para venda acabados,Visage Oeste 2001,"Rua R-17, quadra R-33, Setor Oeste, Goiânia, Goiás",72.31,1,,,,,,,,,,,0.01,,,,,,,,,,,,,,,,,
