Nome_Fundo,Nome_Ativo,Valor
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Superavit Participações,69264805.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,22000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Paulinea do Brasil,14524177.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ralin Participações LTDA,76720844.06
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,SPE Santo André,12408384.32
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,21024910.36
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,35851130.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Superavit Participações,69264805.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,26045033.74
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Paulinea do Brasil,14524177.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ralin Participações LTDA,76720843.06
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,SPE Santo André,12408384.32
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,21024910.36
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,35851130.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Superavit Participações,69264805.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,26045033.74
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Paulinea do Brasil,14524177.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Ralin Participações LTDA,76720843.06
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,SPE Santo André,12408384.32
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,21024910.36
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,35851130.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Superavit Participações,69264805.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,26045033.74
JIVE ATIVOS IMOBILIÁRIOS FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Rua Paulo Assis, 190",1002955.58
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
GENERAL SHOPPING ATIVO E RENDA - FII,0,0.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,33377367.91
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,24753158.44
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,21279353.2
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,22034750.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,26616585.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,13675587.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,22034750.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,26616585.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,13675587.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,22034750.0
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,20833908.35
PARKING PARTNERS FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Usufruto,13675587.0
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternicade Brasil,190099974.91
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,138985237.04
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,240064280.74
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,134160932.14
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,59618009.16
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternidade Brasil,187713782.77
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,137247921.59
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,237517329.76
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,132600921.31
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,58924776.48
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternidade Brasil,185327590.63
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,135510606.14
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,234970378.78
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,131040910.48
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,58231543.8
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,São Luiz Morumbi,232281822.99
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital e Maternidade Brasil,182941398.49
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Caxias,133773290.69
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Helena,232423427.8
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital Santa Luzia,129480899.65
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,Hospital do Coração,57538311.12
FUNDO DE INVESTIMENTO NORTHWEST FII EM SAÚDE,São Luiz Morumbi,233080323.51
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO REAL PAULISTANIA,11596053.36
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO REAL PENAFOR,12235134.0
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,21481981.01
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,12235134.0
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,15194796.0
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,21481981.01
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,18514444.59
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,15194796.0
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,17585697.73
WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,PIGM3,106180023.32
WHITE BEAR FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,PIGMC3,147311269.0
FRAM CAPITAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,My Joy,1700000.0
FRAM CAPITAL IV FUNDO DE INVESTIMENTO IMOBILIÁRIO,Árbore,1600000.0
OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,My Joy,4160000.0
OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,Árbore,1600000.0
OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,My Joy,4160000.0
OLAVSEN FUNDO DE INVESTIMENTO IMOBILIÁRIO,Árbore,1600000.0
CIX OPORTUNIDADE FUNDO DE INVESTIMENTO IMOBILIARIO,SCP STAN,1000000.0
CIX CAPITAL OPORTUNIDADES FUNDO DE INVESTIMENTO IMOBILIARIO,SCP STAN,1000000.0
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Green 2000 Empreendimentos Imob. S.A.,753621.0
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,PDG BH Incorporações S.A,151848.85
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,PDG Nova Lima Incorporações S.A,51000.0
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Rio II Park Empreendimentos Imobiliários S.A.,753621.0
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Green 2000 Empreendimentos Imob. S.A.,1127661.28
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,PDG BH Incorporações S.A,23855.27
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,PDG Nova Lima Incorporações S.A,248034.47
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,Rio II Park Empreendimentos Imobiliários S.A.,801.76
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,HESA 55 Empreendimentos Imobiliários Ltda.,816060.41
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,HESA 107 Empreendimentos Imobiliários Ltda.,888647.47
FRAM CAPITAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,HESA 98 Empreendimentos Imobiliários Ltda.,8552811.73
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,Não aplicável,0.0
FUNDO DE INVEST IMOB -FII UBS (BR) RECEBÍVEIS IMOBILIÁRIOS,,0.0
FUNDO DE INVEST IMOB - OURINVEST CYRELA,Não aplicável,0.0
FUNDO DE INVEST IMOB - OURINVEST CYRELA,,0.0
FUNDO DE INVEST IMOB - OURINVEST CYRELA,,0.0
FUNDO DE INVEST IMOB - OURINVEST CYRELA,,0.0
FUNDO DE INVEST IMOB - OURINVEST RE I,Não aplicável,0.0
FUNDO DE INVEST IMOB - OURINVEST RE I,,0.0
FUNDO DE INVEST IMOB - OURINVEST RE I,,0.0
FUNDO DE INVEST IMOB - OURINVEST RE I,,0.0
