Nome_Fundo,Nome_Ativo,Valor
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",12354.16
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3807407.41
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",10758.41
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Estrada da Lama Preta, 2705 - Rio de Janeiro",3807407.41
RB CAPITAL PATRIMONIAL V FUNDO DE INVESTIMENTO IMOBILIÁRIO,"Terreno - Rod Anhaguera,Km 106, Jd São Judas Tadeu-Sumaré-SP",10758.41
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Terra Santa,10000000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28604095.9
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,1703000.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,14616500.0
BRAZILIAN GRAVEYARD AND DEATH CARE SERVICES FUNDO DE INV,Cemitério Morumby,28604095.9
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Sol-Fran,105718.63
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,Dir. Real Tiner Comp,5411195.49
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,DIR. REAL SOL-FRAN,15808.63
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,DIR. REAL TINER COMP,3649934.35
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,DIR. REAL SOL-FRAN,15808.63
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,DIR. REAL TINER COMP,3481184.35
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,DIR. REAL SOL-FRAN,15808.63
KINEA II REAL ESTATE EQUITY FUNDO DE INVESTIMENTO IMOB,DIR. REAL TINER COMP,2964184.35
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,10624018.68
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,18813884.93
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,48759377.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,53378651.41
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,10302078.72
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,18495657.51
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,47934637.32
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,52475778.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,10988883.97
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,18173933.08
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,47100833.84
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,51562983.53
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,Centauro,10634750.02
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Tatuapé,17852208.66
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - Guarulhos,46267030.35
FUNDO DE INVESTIMENTO IMOBILIÁRIO RIO BRAVO RENDA VAREJO,GPA - São José dos Campos,50650188.75
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,22000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,11000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,34917000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,22000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,11000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,34917000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,22000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,11000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,34917000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Comarca de Caeté,22000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Season Empreendimentos,1868358.01
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Terras Empreendimentos,11000000.0
SÃO DOMINGOS - FUNDO DE INVESTIMENTO IMOBILIÁRIO - FII,Vereda dos Lagos,34917000.0
OPORTUNIDADE I - FUNDO DE INVESTIMENTO IMOBILIÁRIO,IMOVEL NO BAIRRO DO BRÁS - SP,133024.5
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital e Maternidade Brasil,185319484.95
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Caxias,119874767.09
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Helena,212047819.96
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Santa Luzia,117000813.01
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital do Coração,51992449.68
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,São Luiz Morumbi,214244110.26
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital e Maternidade Brasil,179921830.05
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Caxias,116400136.19
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Helena,206953918.0
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Santa Luzia,113880791.35
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital do Coração,50605984.32
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,São Luiz Morumbi,209535448.5
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital e Maternidade Brasil,177223002.6
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Caxias,114662820.74
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Helena,204406967.02
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital Santa Luzia,112320780.52
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,Hospital do Coração,49912751.64
NORTHWEST INVESTIMENTOS IMOBILIÁRIOS EM SAÚDE FUND I - FII,São Luiz Morumbi,207181117.62
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,16293019.1
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,13179866.4
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,14730095.05
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,16162761.8
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,15289057.58
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,11976719.44
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,14609772.21
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,15772349.19
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,14365506.38
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,10998134.28
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,14438531.32
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,15406687.29
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PAULISTANIA,13559502.64
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - PENAFOR,8978184.65
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - ANTONIO GIL,14286861.1
EVEN PERMUTA KINEA FII FUNDO DE INVESTIMENTO IMOBILIÁRIO,DIREITO DE PARTICIPAÇÃO VGV - MAJOR FREIRE,15025037.03
HEDGE LOGÍSTICA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Viracopos,304901462.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO F.S,17098656.24
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO P.V,18323666.74
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO R.B,18698255.93
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO S.L,22381756.31
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO F.S,17098656.24
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO P.V,18690300.29
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO R.B,19131567.28
FUNDO DE INVESTIMENTO IMOBILIÁRIO SUCCESPAR VAREJO,MINEIRÃO S.L,22381756.31
SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,IMOVEL NO BAIRRO DO BRÁS - SP,133024.5
SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,IMOVEL NO BAIRRO DO BRÁS - SP,133024.5
SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,IMOVEL NO BAIRRO DO BRÁS - SP,133024.5
SABUGAL FUNDO DE INVESTIMENTO IMOBILIÁRIO,IMOVEL NO BAIRRO DO BRÁS - SP,133024.5
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,Sala Comercial,548620.08
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,Sala Comercial,548620.08
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,Sala Comercial,433000.0
FII BARIGUI RENDIMENTOS IMOBILIÁRIOS I FII,Sala Comercial,433000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ,Fazenda Pirapozinho,754000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ,Fazenda Pirapozinho,754000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ,Fazenda Pirapozinho,754000.0
FUNDO DE INVESTIMENTO IMOBILIÁRIO F2ZZ,Fazenda Pirapozinho,754000.0
HSI MALLS FUNDO DE INVESTIMENTO IMOBILIÁRIO,Shopping Metro Tucuruvi,374296418.35
KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO,Recebíveis Imobiliários,34285408.64
KRONOS FUNDO DE INVESTIMENTO IMOBILIARIO,Imoveis,29545531.31
LAVOURA FUNDO DE INVESTIMENTO IMOBILIÁRIO,Area Rural,49719996.0
